수집시간,단지,구,동,거래유형,동번호,층,면적_계약,면적_전용,전용평,타입_m2,타입_평,보증금,월세,가격(억),제목,매물ID,매물URL
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,110동,중,140.26,110.66,33.47,140A,42A,80000,280,8.0,"42, 탁트인 탄천뷰, 풀에어컨, 해누리, 입주일 협의",48516229,https://www.zigbang.com/home/apt/items/48516229
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,204동,중,110.1,84.99,25.71,110D,33D,50000,280,5.0,"33, 단지 중앙위치, 가락초, 커뮤니티 이용 편리",48506082,https://www.zigbang.com/home/apt/items/48506082
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,411동,중,110.1,84.99,25.71,110D,33D,105000,100,10.5,"33, 역세권, 가락초, 상가 인접 이용편리",48505471,https://www.zigbang.com/home/apt/items/48505471
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,401동,중,110.1,84.99,25.71,110D,33D,100000,100,10.0,"33, 역세권, 남향, 가락초, 햇볕, 통풍우수, ",48505149,https://www.zigbang.com/home/apt/items/48505149
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,402동,중,110.17,84.95,25.7,110F,33F,35000,320,3.5,"33, 역세권, 가락초, 주부선호 타입, 상가인접 편리",48505065,https://www.zigbang.com/home/apt/items/48505065
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,108동,중,126.35,99.6,30.13,126,38,310000,0,31.0,38추천급매 남향 채광조망최고 올확장 풀에어컨,48502942,https://www.zigbang.com/home/apt/items/48502942
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,415동,고,84.1,59.96,18.14,84,25,263000,0,26.3,25급매 다주택자 세안고매매 남향 탁트인뷰 풀에어컨 ,48488314,https://www.zigbang.com/home/apt/items/48488314
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,415동,중,84.1,59.96,18.14,84,25,265000,0,26.5,25 급매 입주가능매물 남향 올확장 풀에어컨,48488252,https://www.zigbang.com/home/apt/items/48488252
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,214동,중,84.1,59.96,18.14,84,25,10000,390,1.0,"33, 남향 판상형 , 햇살 통풍 굿, 컨디션 좋은 집",48477834,https://www.zigbang.com/home/apt/items/48477834
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,411동,중,110.17,84.95,25.7,110F,33F,60000,250,6.0,"33, 초역세권 지하철 1분컷, 상가인접 이용편리, ",48477571,https://www.zigbang.com/home/apt/items/48477571
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,206동,중,107.97,84.98,25.71,107A,32A,40000,320,4.0,"33, 남향 판상형, 햇살 통풍굿, 최상의 컨디션",48473217,https://www.zigbang.com/home/apt/items/48473217
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,206동,고,107.97,84.98,25.71,107A,32A,50000,300,5.0,"33 남향 판상형 햇볕, 통풍 굿, 커뮤니티 이용 편리",48451127,https://www.zigbang.com/home/apt/items/48451127
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,304동,중,107.97,84.98,25.71,107A,32A,295000,0,29.5,33 전세안고 갭투자가능 최적물건 남향 판상형 풀에어컨 ,48440781,https://www.zigbang.com/home/apt/items/48440781
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,309동,중,72.91,49.29,14.91,72C,22C,240000,0,24.0,21급매 입주가능물건 거실주방분리선호타입 올확장 풀에어컨,48437358,https://www.zigbang.com/home/apt/items/48437358
2026-05-13 05:57:56,헬리오시티,송파구,가락동,charter,111동,중,126.35,99.6,30.13,126,38,143000,0,14.3,38주인의뢰 남향 탁트인남한산성뷰 채광탁월 풀에어컨 올확장,48436975,https://www.zigbang.com/home/apt/items/48436975
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,406동,중,109.87,84.99,25.71,109C,33C,300000,0,30.0,33다주택급매 초역세권 풀에어컨 전세27년2월만기 선점기회,48315019,https://www.zigbang.com/home/apt/items/48315019
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,205동,중,126.35,99.6,30.13,126,38,318000,0,31.8,"38초초급매 주인의뢰 깨끗한 인테리어, 좋은가격에선점할기회",48292167,https://www.zigbang.com/home/apt/items/48292167
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,314동,중,126.35,99.6,30.13,126,38,315000,0,31.5,38초급매 풀에어컨 주인직접의뢰 인테리어좋아요,48292041,https://www.zigbang.com/home/apt/items/48292041
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,514동,중,126.35,99.6,30.13,126,38,320000,0,32.0,38주인직접의뢰 급매물 세련된인테리어 방4개 선점기회,48292015,https://www.zigbang.com/home/apt/items/48292015
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,409동,고,84.1,59.96,18.14,84,25,20000,330,2.0,25강추월세 올확장 풀에어컨 빠른입주가능,47770850,https://www.zigbang.com/home/apt/items/47770850
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,513동,저,141.08,110.44,33.41,141B,43B,340000,0,34.0,"42 추천급매물, 남향거실양창구조, 숨은공간확장, 풀에어컨",47765234,https://www.zigbang.com/home/apt/items/47765234
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,402동,고,109.73,84.98,25.71,109E,33E,300000,0,30.0,33강추 초역세권 거실매우넓은선호타입 풀에어컨,47764035,https://www.zigbang.com/home/apt/items/47764035
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,517동,고,110.17,84.95,25.7,110F,33F,318000,0,31.8,33초역세권 주방거실선호타입 파크밴드뷰 올확장 풀에어컨,47662660,https://www.zigbang.com/home/apt/items/47662660
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,203동,고,110.1,84.99,25.71,110D,33D,295000,0,29.5,33강추 파크밴드  정남향 채광조망굿 올확장 풀에어컨,47637625,https://www.zigbang.com/home/apt/items/47637625
2026-05-13 05:57:56,헬리오시티,송파구,가락동,charter,304동,고,107.97,84.98,25.71,107A,32A,125000,0,12.5,33강추 정남향 채광조망굿 올학장 풀에어컨 가락초학군,47623727,https://www.zigbang.com/home/apt/items/47623727
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,213동,중,110.17,84.95,25.7,110F,33F,300000,0,30.0,33강추 주방거실구조넓은 선호타입 올확장 풀에어컨,47623531,https://www.zigbang.com/home/apt/items/47623531
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,202동,저,109.73,84.98,25.71,109E,33E,310000,0,31.0,33주인직접의뢰 거실삼면창 선호높은타입 올확장 풀에어컨,47623477,https://www.zigbang.com/home/apt/items/47623477
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,517동,중,110.17,84.95,25.7,110F,33F,310000,0,31.0,33초초역세권 생활매우편리한동 인테리어된집 풀에어컨,47616320,https://www.zigbang.com/home/apt/items/47616320
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,201동,중,110.1,84.99,25.71,110D,33D,310000,0,31.0,33주인직접의뢰 남향거실넓은구조 뷰맛집 풀에어컨 인테리어굿,47616240,https://www.zigbang.com/home/apt/items/47616240
2026-05-13 05:57:56,헬리오시티,송파구,가락동,rental,510동,12,84.1,59.96,18.14,84,25,30000,280,3.0,25초초역세권 인기평형 공원뷰 풀에어컨 가락초학군 장기거주,47616184,https://www.zigbang.com/home/apt/items/47616184
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,517동,저,110.1,84.99,25.71,110D,33D,315000,0,31.5,33주인의뢰 초초역세권 남향파크밴드뷰 올확장 풀에어컨,47616464,https://www.zigbang.com/home/apt/items/47616464
2026-05-13 05:57:56,헬리오시티,송파구,가락동,charter,411동,저,110.1,84.99,25.71,110D,33D,127000,0,12.7,33 초역세권 남향 아늑한 정원뷰 햇살통풍 굿 상가이용편리,46831695,https://www.zigbang.com/home/apt/items/46831695
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,213동,중,110.1,84.99,25.71,110D,33D,330000,0,33.0,남향집.조망권 최고,46815166,https://www.zigbang.com/home/apt/items/46815166
2026-05-13 05:57:56,헬리오시티,송파구,가락동,trade,104동,고,140.26,110.66,33.47,140A,42A,340000,0,34.0,판상형확장형 방4개 해누리학군 송파책박물관 북한산롯데타워뷰,45447730,https://www.zigbang.com/home/apt/items/45447730
